-194.6982856483 0.0000069138
-189.3611400420 0.0000171504
-184.0242079168 0.0000428558
-178.6870489680 0.0001304500
-173.3502636110 0.0002611956
-168.0130379494 0.0007021910
-162.6760924816 0.0062817725
-157.3387067092 0.0274121850
-152.0019613798 0.0481159660
-146.6647624033 0.0672383507
-141.3281371571 0.0781029281
-135.9910849488 0.0911783675
-130.6541795087 0.1080301750
-125.3171273004 0.1253898040
-119.9801017772 0.1491664461
-114.6429561710 0.1713748127
-109.3061041011 0.2035668298
-103.9688250693 0.2278339822
-98.6317461758 0.2479288032
-93.2947339952 0.2759423935
-87.9577618423 0.3001215964
-82.6203360422 0.3153855046
-77.2830970380 0.3482530561
-71.9460715149 0.3673771125
-66.6091260471 0.3906008444
-61.2722873198 0.4265197192
-55.9349949454 0.4658374029
-50.5979293945 0.5187950653
-45.2609972693 0.5917069655
-39.9241985697 0.6621416327
-34.5864125204 0.7144026543
-29.2488266095 0.7625037913
-23.9119745397 0.7995449010
-18.5751491550 0.8842976916
-13.2385505938 0.9254616618
-7.9003909527 0.9888939512
-2.5627916993 0.9997057075
2.7739669726 0.9587074544
8.1105255060 0.9193540879
13.4470440117 0.8971022222
18.7860175492 0.8956953380
24.1240037370 0.8890513990
29.4608024366 0.9311247381
34.7980681259 0.9589305344
40.1351470193 1.0000000000
45.4709717118 0.9626360365
50.8080772903 0.8760521928
56.1449827304 0.7869218637
61.4816346618 0.7468627350
66.8189670639 0.7391952261
72.1562194107 0.7472831077
77.4940321451 0.7734667195
82.8312177791 0.7303369301
88.1672959802 0.6661275732
93.5041347075 0.6273902053
98.8411468881 0.5925004799
104.1786127159 0.5572343198
109.5164254503 0.5047076535
114.8521300596 0.4804674599
120.1889954720 0.4307616089
125.5259409398 0.3583610242
130.8629397779 0.3291646813
136.2000987267 0.3382164552
141.5372043052 0.2987668397
146.8746567904 0.2523227312
152.2118824521 0.2108888732
157.5491081137 0.1397984805
162.8851863148 0.1002583464
168.2200503427 0.0670946674
173.5569691253 0.0396857057
178.8939012506 0.0186610966
184.2308867460 0.0037624654
189.5679522969 0.0011240632
194.9054981801 0.0003778264
200.2432308591 0.0002272528
205.5815906387 0.0003665274
210.9183359680 0.0002939678
216.2545609373 0.0000737517
221.5907592216 0.0000356165
226.9276646616 0.0000296134
