-242.6009565993 0.0000551948
-235.9294478718 0.0000160513
-229.2581659678 0.0001707589
-222.5864437592 0.0004147091
-215.9151618553 0.0005242185
-209.2437198405 0.0002934851
-202.5726247325 0.0001854896
-195.9012227454 0.0004091766
-189.2301543225 0.0054944339
-182.5589257888 0.0186163203
-175.8873370058 0.0420357001
-169.2157482229 0.0741228657
-162.5448799384 0.1111319044
-155.8737181175 0.1494011171
-149.2025696392 0.1921369661
-142.5308607732 0.2385409939
-135.8599391185 0.2814440435
-129.1887239273 0.3214803501
-122.5175220787 0.3766425395
-115.8463469153 0.4351041445
-109.1753051775 0.4695063958
-102.5039699033 0.5005541248
-95.8321142691 0.5429098195
-89.1602986625 0.6200531044
-82.4895771463 0.6980794586
-75.8183352700 0.7735791130
-69.1467064594 0.8158377445
-62.4752911298 0.8295967776
-55.8041826791 0.8249926406
-49.1332877095 0.8659181063
-42.4612586220 0.8935129216
-35.7898166072 0.9081617861
-29.1189082951 0.9224982040
-22.4477464742 0.9041241513
-15.7759442102 0.9380135642
-9.1038083822 0.9742568034
-2.4320461459 0.9903681085
4.2385019170 1.0000000000
10.9090900077 0.9698157920
17.5802384860 0.9124768139
24.2511467982 0.8535119064
30.9227222385 0.7705740723
37.5943777343 0.7173982185
44.2655128701 0.6392908499
50.9362343863 0.5544200256
57.6076630585 0.5251806420
64.2791451009 0.4933120178
70.9504136623 0.4352791902
77.6216155109 0.3938801456
84.2933910897 0.3347063963
90.9645662532 0.3003000508
97.6352343992 0.2758155950
104.3065163032 0.2641781109
110.9779583179 0.2408783177
117.6493603049 0.1968529043
124.3211225412 0.1609440789
130.9926045836 0.1290668711
137.6636996917 0.1045171815
144.3348348274 0.0689302575
151.0062368145 0.0401718164
157.6772118395 0.0158294094
164.3484003455 0.0059317987
171.0195488238 0.0032359291
177.6904171083 0.0020613832
184.3619525210 0.0011350997
191.0334479060 0.0005297503
197.7056237617 0.0001879185
204.3776528492 0.0000862303
211.0485611614 0.0000790861
217.7187756603 0.0000233905
