-242.6009565993 0.0000000000
-235.9294478718 0.0000000000
-229.2581659678 0.0000000000
-222.5864437592 0.0000000000
-215.9151618553 0.0000000000
-209.2437198405 0.0000000000
-202.5726247325 0.0000000000
-195.9012227454 0.0059560300
-189.2301543225 0.0264188574
-182.5589257888 0.0593608322
-175.8873370058 0.1011898608
-169.2157482229 0.1478282771
-162.5448799384 0.1937308972
-155.8737181175 0.2362843892
-149.2025696392 0.2693887927
-142.5308607732 0.2946737442
-135.8599391185 0.3233515460
-129.1887239273 0.3637701304
-122.5175220787 0.4017528554
-115.8463469153 0.4290706799
-109.1753051775 0.4628751381
-102.5039699033 0.5084412896
-95.8321142691 0.5753333754
-89.1602986625 0.6383480006
-82.4895771463 0.7048812553
-75.8183352700 0.7611931576
-69.1467064594 0.8120391077
-62.4752911298 0.8430985881
-55.8041826791 0.8725031355
-49.1332877095 0.8737177361
-42.4612586220 0.8923257274
-35.7898166072 0.9167506905
-29.1189082951 0.9155434276
-22.4477464742 0.9448459063
-15.7759442102 0.9648323146
-9.1038083822 0.9805364273
-2.4320461459 1.0000000000
4.2385019170 0.9998650911
10.9090900077 0.9809504913
17.5802384860 0.9338826545
24.2511467982 0.8604635821
30.9227222385 0.7978716668
37.5943777343 0.7070049537
44.2655128701 0.6431984722
50.9362343863 0.5926702009
57.6076630585 0.5295003192
64.2791451009 0.4850769961
70.9504136623 0.4410881886
77.6216155109 0.3844527999
84.2933910897 0.3532287366
90.9645662532 0.3167249538
97.6352343992 0.2872395193
104.3065163032 0.2511964417
110.9779583179 0.2276832105
117.6493603049 0.2107894806
124.3211225412 0.1758221749
130.9926045836 0.1406738488
137.6636996917 0.1077391737
144.3348348274 0.0858405071
151.0062368145 0.0582520357
157.6772118395 0.0372945208
164.3484003455 0.0165732967
171.0195488238 0.0059014519
177.6904171083 0.0000000000
184.3619525210 0.0000000000
191.0334479060 0.0000000000
197.7056237617 0.0000000000
204.3776528492 0.0000000000
211.0485611614 0.0000000000
217.7187756603 0.0000000000
