-196.3672339305 0.0000993735
-189.6844373939 0.0006154290
-183.0131955177 0.0049297570
-176.3413398835 0.0148921345
-169.6702581179 0.0301784556
-162.9989762140 0.0494162757
-156.3276943100 0.0738350104
-149.6562256102 0.1184868258
-142.9851038170 0.1802102150
-136.3138485981 0.2484073921
-129.6423265280 0.3151751767
-122.9709912538 0.3793529473
-116.2999228309 0.4223943917
-109.6283073628 0.4498989007
-102.9570654865 0.4809837160
-96.2858236103 0.5408538722
-89.6152888899 0.5689948400
-82.9439803008 0.5990674361
-76.2723915178 0.6397617527
-69.6006426242 0.6632480880
-62.9299344504 0.6751716210
-56.2585858337 0.7225143777
-49.5868769676 0.7579390297
-42.9156484339 0.8073119079
-36.2439128828 0.8493191503
-29.5727777470 0.8823219049
-22.9013090472 0.9222971128
-16.2301605689 0.9399005520
-9.5588920075 0.9665744719
-2.8874900204 1.0000000000
3.7835116897 0.9907470433
10.4555140921 0.9636342834
17.1266625704 0.9306128892
23.7984248067 0.8691974298
30.4700669599 0.8319806343
37.1415623449 0.7914122043
43.8126307678 0.7622921879
50.4828452667 0.7391687788
57.1552612885 0.7018477141
63.8256092130 0.6531739444
70.4965575529 0.6189884390
77.1676926887 0.5753351944
83.8386010008 0.5344197428
90.5105900607 0.4917877102
97.1814850303 0.4453903392
103.8525134256 0.3912836376
110.5241689213 0.3440514339
117.1949304653 0.3032195400
123.8672797743 0.2781762777
130.5385349932 0.2588060392
137.2092031392 0.2300705406
143.8801247940 0.2072796767
150.5547023112 0.1866909711
157.2279055443 0.1688080406
163.8982801540 0.1535797890
170.5697221687 0.1387058712
177.2420447926 0.1212399281
183.9105247582 0.0987655690
190.5846886559 0.0738899625
197.2554768850 0.0558824159
203.9276794259 0.0419683398
210.5983208868 0.0303048107
217.2700831231 0.0192658400
223.9414717675 0.0126098994
230.6135675679 0.0083851613
237.2852630913 0.0053830762
243.9515815616 0.0032906071
250.6215025240 0.0018344120
257.2927977705 0.0009024520
263.9647067750 0.0003782299
270.6377365548 0.0001264810
