-194.6982856483 0.0002438970
-189.3611400420 0.0006072013
-184.0242079168 0.0003932437
-178.6870489680 0.0006291946
-173.3502636110 0.0002864193
-168.0130379494 0.0016721653
-162.6760924816 0.0066265839
-157.3387067092 0.0208336226
-152.0019613798 0.0434309467
-146.6647624033 0.0579927457
-141.3281371571 0.0675207484
-135.9910849488 0.0860864101
-130.6541795087 0.0976424412
-125.3171273004 0.1132717895
-119.9801017772 0.1283023706
-114.6429561710 0.1709384228
-109.3061041011 0.1716904280
-103.9688250693 0.2111799505
-98.6317461758 0.2430592029
-93.2947339952 0.2500159295
-87.9577618423 0.2895459480
-82.6203360422 0.2817877684
-77.2830970380 0.3484693378
-71.9460715149 0.3471996132
-66.6091260471 0.3514521725
-61.2722873198 0.4202445566
-55.9349949454 0.4372618014
-50.5979293945 0.4539219423
-45.2609972693 0.5785723691
-39.9241985697 0.5881909997
-34.5864125204 0.6718890716
-29.2488266095 0.7521554827
-23.9119745397 0.7755333186
-18.5751491550 0.7644716574
-13.2385505938 0.9122573581
-7.9003909527 0.9674043632
-2.5627916993 0.9487953190
2.7739669726 1.0000000000
8.1105255060 0.8552637323
13.4470440117 0.9767446424
18.7860175492 0.7784539177
24.1240037370 0.9330930901
29.4608024366 0.8969536462
34.7980681259 0.8878796587
40.1351470193 0.9757693027
45.4709717118 0.9403581970
50.8080772903 0.9897803577
56.1449827304 0.7589068649
61.4816346618 0.7583952832
66.8189670639 0.6568746548
72.1562194107 0.7713854569
77.4940321451 0.8433238992
82.8312177791 0.6115005583
88.1672959802 0.6972308410
93.5041347075 0.7074776193
98.8411468881 0.5716211673
104.1786127159 0.4971941846
109.5164254503 0.5785097040
114.8521300596 0.5127708047
120.1889954720 0.3558353797
125.5259409398 0.4829647889
130.8629397779 0.2852190891
136.2000987267 0.3157357360
141.5372043052 0.3328954153
146.8746567904 0.3081720293
152.2118824521 0.2919822514
157.5491081137 0.1739372254
162.8851863148 0.1510391887
168.2200503427 0.1935183870
173.5569691253 0.0693172425
178.8939012506 0.0679356629
184.2308867460 0.0255989582
189.5679522969 0.0096253520
194.9054981801 0.0063139684
200.2432308591 0.0035354832
205.5815906387 0.0021277915
210.9183359680 0.0012069117
216.2545609373 0.0014340293
221.5907592216 0.0013383549
226.9276646616 0.0003625111
232.2641698248 0.0000000000
237.6013688013 0.0003266984
242.9398753491 0.0010164237
248.2763805123 0.0001959631
